ANIO_DENUNCIA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS,TOTAL_POBLACION,TOTAL_FEMINICIDIOS,PORCENTAJE_TOTAL,PORCENTAJE_FEMINICIDIOS
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,IBAGUE,Colombia,Colombia,MASCULINO,1,579803,120,1,0.000206966849084948
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,CAJAMARCA,Colombia,,,1,19580,1,1,0.0000510725229826353
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,LERIDA,Colombia,Colombia,FEMENINO,1,16624,5,1,0.000300769971126083
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,MARIQUITA,Colombia,Colombia,FEMENINO,1,33348,4,1,0.000119947223221782
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADOLESCENTE 14 - 17,SI,NO,NO,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,1,0.0000748307803943356
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,CALI,Colombia,Colombia,FEMENINO,3,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,CALI,Colombia,Colombia,MASCULINO,1,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,CALI,Colombia,Venezuela,FEMENINO,1,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,CARTAGO,Colombia,Colombia,FEMENINO,1,135621,11,1,0.0000811083829200492
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,EL CERRITO,Colombia,Colombia,FEMENINO,1,58829,4,1,0.0000679936765880773
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,PALMIRA,Colombia,Colombia,FEMENINO,2,314418,46,1,0.000146302056498038
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,TULUA,Colombia,Venezuela,FEMENINO,1,224257,14,1,0.0000624283745880842
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,1,0.0000748307803943356
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,ADULTO MAYOR DE 60,SI,NO,NO,OBANDO,Colombia,Colombia,FEMENINO,1,15406,3,1,0.000194729326236531
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,INFANCIA 6 - 11,SI,SI,NO,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,1,0.0000748307803943356
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,CALI,Colombia,,FEMENINO,1,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,CALI,Colombia,Colombia,FEMENINO,5,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,FLORIDA,Colombia,Colombia,FEMENINO,1,59207,7,1,0.000118229263431689
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,PRE-ADOLESCENTE 12 - 13,SI,NO,NO,CALI,Colombia,Colombia,MASCULINO,1,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,CAICEDONIA,Colombia,Venezuela,FEMENINO,1,29325,2,1,0.0000682011935208866
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,CANDELARIA,Colombia,Colombia,FEMENINO,1,12589,14,1,0.00111208197632854
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,TULUA,Colombia,,,1,224257,14,1,0.0000624283745880842
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACION,SIN DATO,SI,SI,NO,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,1,0.0000748307803943356
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,1,0.000146302056498038
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,LA CUMBRE,Colombia,Colombia,FEMENINO,1,11781,4,1,0.000339529751294457
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,CARTAGO,Colombia,Colombia,FEMENINO,1,135621,11,1,0.0000811083829200492
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,SI,NO,LA CUMBRE,Colombia,Colombia,FEMENINO,1,11781,4,1,0.000339529751294457
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,ADULTO MAYOR DE 60,SI,NO,NO,CARTAGO,Colombia,Colombia,MASCULINO,1,135621,11,1,0.0000811083829200492
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,SI,NO,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,1,0.000146302056498038
2021,2021,NO,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Huila,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,AGRADO,Colombia,Colombia,FEMENINO,1,9329,1,1,0.00010719262514739
2021,2021,NO,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Antioquia,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,ENVIGADO,Colombia,Colombia,FEMENINO,1,249009,8,1,0.0000321273528266047
2021,2021,NO,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Bogota,ACTIVO,INDAGACION,SIN DATO,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2021,2021,NO,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Boyaca,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,CHITA,Colombia,Colombia,FEMENINO,1,8946,1,1,0.000111781801922647
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,AtlAntico,ACTIVO,INDAGACION,ADOLESCENTE 14 - 17,SI,NO,NO,BARRANQUILLA,Colombia,,,1,1239804,86,1,0.0000693658029817616
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,AtlAntico,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,BARRANQUILLA,Colombia,,MASCULINO,1,1239804,86,1,0.0000693658029817616
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,AtlAntico,ACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,1,0.0000693658029817616
2021,2021,NO,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 ANOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B",Valle del Cauca,ACTIVO,INDAGACION,ADOLESCENTE 14 - 17,SI,NO,NO,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,MEDELLIN,Colombia,,FEMENINO,1,2569007,215,1,0.0000836899237721034
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,2,8380801,884,1,0.000105479177944924
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,Bogota,Colombia,Colombia,MASCULINO,1,8380801,884,1,0.000105479177944924
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,2,8380801,884,1,0.000105479177944924
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,ChocO,INACTIVO,INDAGACION,SIN DATO,SI,NO,NO,QUIBDO,Colombia,Colombia,FEMENINO,1,116322,28,1,0.000240711129451007
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,VILLA DE SAN DIEGO DE UBATE,Colombia,Colombia,FEMENINO,1,39728,4,1,0.000100684655658478
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,CANDELARIA,Colombia,Colombia,FEMENINO,1,12589,14,1,0.00111208197632854
2021,2021,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACION,JUVENTUD 18 - 28,SI,NO,NO,BOLIVAR,Colombia,Colombia,FEMENINO,1,44864,5,1,0.000111447931526391
2021,2021,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,TURBO,Colombia,Colombia,FEMENINO,1,181377,9,1,0.0000496204039100878
2021,2021,NO,SI,FEMINICIDIO ART. 104A C.P.,Sucre,ACTIVO,TERMINACION ANTICIPADA,ADOLESCENTE 14 - 17,SI,NO,SI,SAN ONOFRE,Colombia,Colombia,FEMENINO,1,52463,7,1,0.000133427367859253
2021,2021,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,CALI,Colombia,,MASCULINO,1,2496346,444,1,0.000177859960117708
2021,2021,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,CALI,Colombia,,FEMENINO,1,2496346,444,1,0.000177859960117708
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,BELLO,Colombia,Colombia,MASCULINO,1,500098,28,1,0.0000559890261508744
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,EL CARMEN DE VIBORAL,Colombia,Colombia,MASCULINO,2,49642,4,1,0.0000805769308247049
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,PENOL,Colombia,Colombia,FEMENINO,1,15629,2,1,0.000127967240386461
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,EL CARMEN DE VIBORAL,Colombia,Colombia,FEMENINO,1,49642,4,1,0.0000805769308247049
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,APARTADO,Colombia,Colombia,FEMENINO,1,206885,9,1,0.0000435024288856128
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,BELLO,Colombia,Colombia,FEMENINO,1,500098,28,1,0.0000559890261508744
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,YOLOMBO,Colombia,Colombia,FEMENINO,1,26069,3,1,0.000115079212858184
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,PRIMERA INFANCIA 0 - 5,SI,NO,SI,MARINILLA,Colombia,,FEMENINO,1,57403,7,1,0.000121944846088184
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,PRIMERA INFANCIA 0 - 5,SI,SI,SI,YOLOMBO,Colombia,Colombia,FEMENINO,1,26069,3,1,0.000115079212858184
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,MARINILLA,Colombia,,FEMENINO,2,57403,7,1,0.000121944846088184
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SOLEDAD,Colombia,Colombia,FEMENINO,1,700970,35,1,0.0000499308101630598
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,SOLEDAD,Colombia,,,1,700970,35,1,0.0000499308101630598
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,1,0.0000693658029817616
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,INDAGACION,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,3,8380801,884,1,0.000105479177944924
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,TERMINACION ANTICIPADA,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,JUICIO,SIN DATO,SI,NO,NO,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,JUICIO,SIN DATO,SI,SI,NO,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,POPAYAN,Colombia,Colombia,FEMENINO,2,288636,41,1,0.000142047423051872
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,POPAYAN,Colombia,Colombia,FEMENINO,1,288636,41,1,0.000142047423051872
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,VILLA RICA,Colombia,Colombia,FEMENINO,1,17134,5,1,0.000291817439010155
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INDAGACION,ADULTEZ 29 - 59,SI,NO,NO,AGUACHICA,Colombia,Colombia,FEMENINO,1,97525,10,1,0.000102537810817739
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,VALLEDUPAR,Colombia,Colombia,FEMENINO,2,503444,41,1,0.0000814390478384885
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,ChocO,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,ISTMINA,Colombia,Colombia,FEMENINO,1,26133,4,1,0.000153063176826235
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,ChocO,ACTIVO,JUICIO,PRIMERA INFANCIA 0 - 5,SI,SI,SI,ISTMINA,Colombia,Colombia,FEMENINO,1,26133,4,1,0.000153063176826235
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,VILLA DE SAN DIEGO DE UBATE,Colombia,Colombia,FEMENINO,1,39728,4,1,0.000100684655658478
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,ZIPAQUIRA,Colombia,Colombia,FEMENINO,1,132419,7,1,0.0000528625046254692
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,ISNOS,Colombia,Colombia,FEMENINO,1,28877,3,1,0.000103888908127576
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,ARIGUANI,Colombia,Colombia,FEMENINO,1,32758,5,1,0.000152634470968924
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,CIENAGA,Colombia,Colombia,FEMENINO,1,105807,14,1,0.000132316387384578
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,1,0.000143121303892327
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,PLATO,Colombia,Colombia,FEMENINO,1,62904,11,1,0.000174869642630039
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,ARIGUANI,Colombia,Colombia,MASCULINO,1,32758,5,1,0.000152634470968924
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,TERMINACION ANTICIPADA,SIN DATO,SI,NO,SI,SITIONUEVO,Colombia,Colombia,FEMENINO,1,33440,3,1,0.0000897129186602871
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INVESTIGACION,SIN DATO,SI,NO,SI,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,1,0.0000984166067810899
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,NariNo,ACTIVO,INVESTIGACION,JUVENTUD 18 - 28,SI,SI,SI,SAMANIEGO,Colombia,Colombia,FEMENINO,1,49085,3,1,0.0000611184679637364
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,NariNo,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,TUQUERRES,Colombia,Colombia,FEMENINO,1,40038,4,1,0.0000999050901643439
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,NariNo,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,ARBOLEDA,Colombia,Colombia,FEMENINO,1,7586,1,1,0.000131821776957553
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,CUCUTA,Colombia,Venezuela,FEMENINO,1,680765,30,1,0.0000440680704795341
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Putumayo,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,MOCOA,Colombia,Venezuela,FEMENINO,1,46616,20,1,0.00042903724043247
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Putumayo,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,MOCOA,Colombia,Colombia,FEMENINO,1,46616,20,1,0.00042903724043247
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,PIEDECUESTA,Colombia,Colombia,FEMENINO,1,166971,8,1,0.000047912511753538
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Sucre,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SAN MARCOS,Colombia,Colombia,FEMENINO,1,60735,5,1,0.0000823248538733844
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,INVESTIGACION,JUVENTUD 18 - 28,SI,NO,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,VALLE DE SAN JUAN,Colombia,Colombia,FEMENINO,1,6443,2,1,0.00031041440322831
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,NATAGAIMA,Colombia,Colombia,FEMENINO,1,22255,3,1,0.000134801168276792
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,VALLE DE SAN JUAN,Colombia,,FEMENINO,1,6443,2,1,0.00031041440322831
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,CALI,Colombia,,FEMENINO,1,2496346,444,1,0.000177859960117708
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,1,0.0000748307803943356
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,CANDELARIA,Colombia,Colombia,FEMENINO,1,12589,14,1,0.00111208197632854
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,TULUA,Colombia,Colombia,FEMENINO,1,224257,14,1,0.0000624283745880842
2021,2021,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,1,0.000177859960117708
