;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;PAIS;PAIS_NACIMIENTO;SEXO_VICTIMA;TOTAL_VICTIMAS;TOTAL_POBLACION;TOTAL_FEMINICIDIOS;PORCENTAJE_TOTAL;PORCENTAJE_FEMINICIDIOS
174;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INVESTIGACION;ADULTO MAYOR DE 60;SI;SI;SI;SABANETA;Colombia;Colombia;FEMENINO;1;55230;4;1;7,24244E-05
200;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;YOPAL;Colombia;Colombia;FEMENINO;1;155882;17;1;0,000109057
431;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;NO;NO;IBAGUE;Colombia;Colombia;FEMENINO;1;579803;120;1;0,000206967
90;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;INDAGACION;SIN DATO;SI;SI;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;6;8380801;884;1;0,000105479
133;2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;1;2496346;444;1;0,00017786
382;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;ChocO;ACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;NO;NO;ACANDI;Colombia;Colombia;FEMENINO;1;9160;1;1;0,00010917
258;2017;2017;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;SI;SI;PAIME;Colombia;Colombia;FEMENINO;1;4091;1;1;0,000244439
184;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;2;8380801;884;1;0,000105479
438;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;BUENAVENTURA;Colombia;Colombia;FEMENINO;1;440995;33;1;7,48308E-05
256;2017;2017;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;BELLO;Colombia;Colombia;FEMENINO;1;500098;28;1;5,5989E-05
408;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;SAN MARTIN;Colombia;Colombia;FEMENINO;1;19015;7;1;0,00036813
478;2018;2018;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;RIOBLANCO;Colombia;Colombia;FEMENINO;1;24039;6;1;0,000249594
10;2014;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;2;8380801;884;1;0,000105479
129;2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1;524031;75;1;0,000143121
556;2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;5;8380801;884;1;0,000105479
72;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;SIN DATO;SI;SI;NO;MEDELLIN;Colombia;Colombia;MASCULINO;1;2569007;215;1;8,36899E-05
542;2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;BARRANQUILLA;Colombia;Colombia;FEMENINO;1;1239804;86;1;6,93658E-05
226;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;PUERTO GAITAN;Colombia;Colombia;FEMENINO;1;19113;15;1;0,000784806
112;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;LA UNION;Colombia;Colombia;FEMENINO;1;19588;9;1;0,000459465
491;2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;LA MESA;Colombia;Colombia;FEMENINO;1;33718;4;1;0,000118631
539;2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;ITAGUI;Colombia;Colombia;FEMENINO;1;282815;26;1;9,19329E-05
336;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;4;8380801;884;1;0,000105479
394;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;SUBACHOQUE;Colombia;Venezuela;FEMENINO;1;17712;2;1;0,000112918
53;2015;2015;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
239;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACION;SIN DATO;SI;SI;NO;GÜEPSA;Colombia;Colombia;FEMENINO;1;3661;2;1;0,000546299
217;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INDAGACION;ADULTO MAYOR DE 60;SI;SI;NO;FONSECA;Colombia;Colombia;FEMENINO;1;35611;3;1;8,42436E-05
430;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;IBAGUE;Colombia;Colombia;FEMENINO;3;579803;120;1;0,000206967
246;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;CALI;Colombia;Colombia;FEMENINO;2;2496346;444;1;0,00017786
512;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;INACTIVO;INDAGACION;SIN DATO;NO;NO;NO;MOCOA;Colombia;Colombia;FEMENINO;2;46616;20;1;0,000429037
198;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;TUNJA;Colombia;Colombia;FEMENINO;1;206791;10;1;4,8358E-05
65;2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;SIN DATO;NO;SI;NO;CALI;Colombia;Colombia;MASCULINO;1;2496346;444;1;0,00017786
487;2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;BolIvar;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;MAGANGUE;Colombia;Colombia;FEMENINO;1;123986;9;1;7,25888E-05
268;2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;ANDES;Colombia;Colombia;FEMENINO;1;47747;3;1;6,28312E-05
105;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;LEJANIAS;Colombia;Colombia;FEMENINO;1;9229;8;1;0,000866833
130;2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1;524031;75;1;0,000143121
164;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;NO;NO;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
195;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;ARJONA;Colombia;Colombia;FEMENINO;1;79472;4;1;5,03322E-05
233;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;PEREIRA;Colombia;Colombia;FEMENINO;1;481129;35;1;7,27456E-05
82;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;2;8380801;884;1;0,000105479
69;2016;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;INACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;TIERRALTA;Colombia;Colombia;FEMENINO;1;112206;7;1;6,23853E-05
344;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;5;8380801;884;1;0,000105479
107;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;TUMACO;Colombia;Colombia;FEMENINO;1;221469;13;1;5,8699E-05
312;2018;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;FLORIDABLANCA;Colombia;Colombia;FEMENINO;1;267936;20;1;7,46447E-05
526;2019;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;JUVENTUD 18 - 28;NO;NO;NO;YUMBO;Colombia;Colombia;MASCULINO;1;131593;30;1;0,000227976
85;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
363;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;CALOTO;Colombia;Colombia;FEMENINO;1;17748;1;1;5,63444E-05
550;2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;ADULTO MAYOR DE 60;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
320;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;MEDELLIN;Colombia;Colombia;FEMENINO;2;2569007;215;1;8,36899E-05
45;2015;2015;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;ANAPOIMA;Colombia;Colombia;FEMENINO;1;14331;2;1;0,000139558
48;2015;2015;NO;SI;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCION DE PENAS;ADULTO MAYOR DE 60;SI;NO;SI;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1;538527;53;1;9,84166E-05
43;2015;2015;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;SAN FRANCISCO;Colombia;Colombia;FEMENINO;1;4825;4;1;0,000829016
88;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;INDAGACION;SIN DATO;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;9;8380801;884;1;0,000105479
309;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;JUVENTUD 18 - 28;NO;SI;NO;RIOFRIO;Colombia;Colombia;FEMENINO;1;13569;5;1;0,000368487
259;2017;2017;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;INFANCIA 6 - 11;SI;SI;SI;COPACABANA;Colombia;Colombia;FEMENINO;1;74408;14;1;0,000188152
311;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;NO;NO;NO;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
457;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;AtlAntico;ACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;NO;NO;BARRANQUILLA;Colombia;Colombia;FEMENINO;1;1239804;86;1;6,93658E-05
219;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;ARIGUANI;Colombia;Colombia;FEMENINO;1;32758;5;1;0,000152634
328;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;1;8380801;884;1;0,000105479
136;2016;2016;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Magdalena;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1;524031;75;1;0,000143121
73;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
168;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;LA ESTRELLA;Colombia;Colombia;FEMENINO;1;67254;16;1;0,000237904
375;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;SI;NO;SAN ALBERTO;Colombia;Colombia;FEMENINO;1;27025;5;1;0,000185014
377;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;VALLEDUPAR;Colombia;Colombia;FEMENINO;1;503444;41;1;8,1439E-05
369;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;CORINTO;Colombia;Colombia;FEMENINO;1;33846;6;1;0,000177274
273;2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;MONIQUIRA;Colombia;Colombia;FEMENINO;1;21131;1;1;4,73238E-05
313;2018;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
437;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4;2496346;444;1;0,00017786
42;2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;SIN DATO;SI;SI;NO;CALI;Colombia;Colombia;MASCULINO;2;2496346;444;1;0,00017786
212;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;ChocO;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;QUIBDO;Colombia;Colombia;FEMENINO;3;116322;28;1;0,000240711
531;2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;BELLO;Colombia;Colombia;FEMENINO;1;500098;28;1;5,5989E-05
378;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;AGUACHICA;Colombia;Colombia;FEMENINO;1;97525;10;1;0,000102538
4;2012;2012;NO;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;CARTAGENA;Colombia;Colombia;FEMENINO;1;1057767;104;1;9,83203E-05
541;2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;SIN DATO;SI;NO;NO;ITAGUI;Colombia;;FEMENINO;1;282815;26;1;9,19329E-05
134;2016;2016;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;PEREIRA;Colombia;Colombia;FEMENINO;1;481129;35;1;7,27456E-05
8;2014;2013;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;BUCARAMANGA;Colombia;Colombia;;1;528572;70;1;0,000132432
214;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;INACTIVO;INDAGACION;SIN DATO;SI;SI;NO;SAN BERNARDO DEL VIENTO;Colombia;Colombia;FEMENINO;1;36512;2;1;5,47765E-05
188;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;INDAGACION;SIN DATO;SI;SI;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;2;8380801;884;1;0,000105479
186;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
190;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;CARTAGENA;Colombia;Colombia;FEMENINO;2;1057767;104;1;9,83203E-05
6;2013;2013;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;SIN DATO;SI;SI;NO;BOGOTA, D.C.;Colombia;Colombia;;1;8380801;884;1;0,000105479
454;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;3;2496346;444;1;0,00017786
441;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;TULUA;Colombia;Colombia;FEMENINO;1;224257;14;1;6,24284E-05
113;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;JAMUNDI;Colombia;Colombia;FEMENINO;1;132540;11;1;8,29938E-05
356;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;QUIPAMA;Colombia;Colombia;FEMENINO;1;7376;1;1;0,000135575
13;2014;2014;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;SIN DATO;SI;SI;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
123;2016;2016;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
106;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1;538527;53;1;9,84166E-05
355;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;ACTIVO;INDAGACION;SIN DATO;SI;NO;NO;COMBITA;Colombia;Colombia;FEMENINO;1;15533;1;1;6,43791E-05
553;2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;6;8380801;884;1;0,000105479
120;2016;2016;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;SIN DATO;SI;NO;NO;PALMIRA;Colombia;Colombia;MASCULINO;1;314418;46;1;0,000146302
63;2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;ADULTO MAYOR DE 60;NO;SI;NO;CALI;Colombia;Colombia;MASCULINO;1;2496346;444;1;0,00017786
213;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;NO;SAN BERNARDO DEL VIENTO;Colombia;Colombia;FEMENINO;1;36512;2;1;5,47765E-05
294;2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;SI;SI;CALI;Colombia;Colombia;FEMENINO;2;2496346;444;1;0,00017786
263;2017;2017;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;INVESTIGACION;SIN DATO;SI;NO;SI;CERETE;Colombia;Colombia;FEMENINO;1;94935;6;1;6,32011E-05
413;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;SAMANIEGO;Colombia;Colombia;FEMENINO;1;49085;3;1;6,11185E-05
2;2011;2011;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;SIN DATO;SI;SI;NO;BOGOTA, D.C.;Colombia;Colombia;;1;8380801;884;1;0,000105479
33;2015;2015;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;NO;NO;POPAYAN;Colombia;Colombia;FEMENINO;1;288636;41;1;0,000142047
361;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;CaquetA;INACTIVO;INDAGACION;SIN DATO;SI;NO;NO;SAN VICENTE DEL CAGUAN;Colombia;Colombia;FEMENINO;1;74191;8;1;0,00010783
301;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;INACTIVO;INDAGACION;SIN DATO;NO;SI;NO;CARTAGENA;Colombia;Colombia;FEMENINO;1;1057767;104;1;9,83203E-05
253;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;QUERELLABLE;ADULTEZ 29 - 59;SI;NO;NO;CALI;Colombia;Colombia;MASCULINO;1;2496346;444;1;0,00017786
225;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;LA MACARENA;Colombia;Colombia;MASCULINO;1;37804;2;1;5,29045E-05
536;2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;ITAGUI;Colombia;Colombia;FEMENINO;1;282815;26;1;9,19329E-05
498;2018;2018;SI;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;DOSQUEBRADAS;Colombia;Colombia;FEMENINO;1;208646;8;1;3,83425E-05
549;2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;ADULTO MAYOR DE 60;SI;NO;NO;BOGOTA, D.C.;Colombia;;MASCULINO;1;8380801;884;1;0,000105479
281;2017;2017;SI;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;PEREIRA;Colombia;Colombia;FEMENINO;1;481129;35;1;7,27456E-05
371;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;SIN DATO;SI;SI;NO;MERCADERES;Colombia;Colombia;FEMENINO;1;18297;3;1;0,000163961
359;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;CaquetA;INACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;CARTAGENA DEL CHAIRA;Colombia;Colombia;FEMENINO;1;35993;5;1;0,000138916
555;2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;3;8380801;884;1;0,000105479
470;2018;2018;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;EL COLEGIO;Colombia;Colombia;FEMENINO;1;22335;5;1;0,000223864
296;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;JUVENTUD 18 - 28;NO;SI;NO;LA ESTRELLA;Colombia;Colombia;FEMENINO;1;67254;16;1;0,000237904
235;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACION;ADOLESCENTE 14 - 17;SI;SI;NO;BOLIVAR;Colombia;Colombia;FEMENINO;1;44864;5;1;0,000111448
139;2016;2016;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;SI;SI;POPAYAN;Colombia;Colombia;FEMENINO;1;288636;41;1;0,000142047
414;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;TUMACO;Colombia;Colombia;FEMENINO;1;221469;13;1;5,8699E-05
206;2017;2017;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;SI;NO;PATIA;Colombia;Colombia;FEMENINO;1;37781;2;1;5,29367E-05
395;2018;2018;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INDAGACION;JUVENTUD 18 - 28;SI;SI;NO;MAICAO;Colombia;Colombia;MASCULINO;1;168658;13;1;7,70791E-05
