;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;PAIS;PAIS_NACIMIENTO;SEXO_VICTIMA;TOTAL_VICTIMAS;TOTAL_POBLACION;TOTAL_FEMINICIDIOS;PORCENTAJE_TOTAL;PORCENTAJE_FEMINICIDIOS
2722;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
2723;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;SANTA SOFIA;Colombia;Colombia;FEMENINO;1;2514;1;1;0,000397772
2724;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;PUERTO BOYACA;Colombia;;FEMENINO;1;57348;3;1;5,23122E-05
2725;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;CHINCHINA;Colombia;Colombia;FEMENINO;1;50474;3;1;5,94365E-05
2726;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;MANIZALES;Colombia;;FEMENINO;1;402646;23;1;5,71221E-05
2727;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;INFANCIA 6 - 11;SI;SI;SI;SANTANDER DE QUILICHAO;Colombia;Colombia;FEMENINO;1;100681;24;1;0,000238377
2728;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;ADULTO MAYOR DE 60;SI;SI;SI;CHIA;Colombia;;FEMENINO;1;141917;3;1;2,11391E-05
2729;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;EL COLEGIO;Colombia;Colombia;FEMENINO;1;22335;5;1;0,000223864
2730;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;TERUEL;Colombia;Colombia;FEMENINO;1;8960;1;1;0,000111607
2731;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;TERMINACION ANTICIPADA;SIN DATO;SI;SI;SI;SAN CARLOS DE GUAROA;Colombia;;FEMENINO;1;11474;4;1;0,000348614
2732;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;VILLAVICENCIO;Colombia;Venezuela;FEMENINO;2;538527;53;1;9,84166E-05
2733;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1;538527;53;1;9,84166E-05
2734;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCION DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;SARDINATA;Colombia;;FEMENINO;1;22570;2;1;8,86132E-05
2735;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;QuindIo;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;LA TEBAIDA;Colombia;Colombia;FEMENINO;1;47412;5;1;0,000105459
2736;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;SANTA ROSA DE CABAL;Colombia;Colombia;FEMENINO;1;73231;2;1;2,73108E-05
2737;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;PEREIRA;Colombia;Colombia;FEMENINO;1;481129;35;1;7,27456E-05
2738;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;PEREIRA;Colombia;Colombia;FEMENINO;1;481129;35;1;7,27456E-05
2739;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCION DE PENAS;PRIMERA INFANCIA 0 - 5;SI;SI;SI;PEREIRA;Colombia;Colombia;FEMENINO;1;481129;35;1;7,27456E-05
2740;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;SI;SI;VELEZ;Colombia;Colombia;FEMENINO;1;18746;1;1;5,33447E-05
2741;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;TERMINACION ANTICIPADA;JUVENTUD 18 - 28;SI;SI;SI;LOS SANTOS;Colombia;;FEMENINO;1;12772;1;1;7,82963E-05
2742;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;LANDAZURI;Colombia;Colombia;FEMENINO;1;15475;3;1;0,000193861
2743;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;BUCARAMANGA;Colombia;Colombia;FEMENINO;1;528572;70;1;0,000132432
2744;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;BUCARAMANGA;Colombia;;FEMENINO;1;528572;70;1;0,000132432
2745;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;PIEDECUESTA;Colombia;;FEMENINO;1;166971;8;1;4,79125E-05
2746;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;RIONEGRO;Colombia;;FEMENINO;1;130108;10;1;7,68592E-05
2747;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;NO;SI;LERIDA;Colombia;;FEMENINO;1;16624;5;1;0,00030077
2748;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;SIN DATO;SI;SI;SI;LERIDA;Colombia;;FEMENINO;1;16624;5;1;0,00030077
2749;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;CALI;Colombia;;FEMENINO;1;2496346;444;1;0,00017786
2750;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;1;2496346;444;1;0,00017786
2751;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;CANDELARIA;Colombia;Colombia;FEMENINO;1;12589;14;1;0,001112082
2752;2019;2019;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;DAGUA;Colombia;Venezuela;FEMENINO;1;37006;7;1;0,000189159
2753;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;PUERTO BERRIO;Colombia;Colombia;FEMENINO;1;51079;3;1;5,87326E-05
2754;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;SAN VICENTE;Colombia;;FEMENINO;1;16047;2;1;0,000124634
2755;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;ENVIGADO;Colombia;Colombia;FEMENINO;1;249009;8;1;3,21274E-05
2756;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;MEDELLIN;Colombia;Colombia;FEMENINO;1;2569007;215;1;8,36899E-05
2757;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;CONCORDIA;Colombia;;FEMENINO;1;20158;2;1;9,92162E-05
2758;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;JUICIO;ADULTEZ 29 - 59;NO;NO;SI;SAN VICENTE;Colombia;Colombia;FEMENINO;1;16047;2;1;0,000124634
2759;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Arauca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;TAME;Colombia;Colombia;FEMENINO;1;55028;9;1;0,000163553
2760;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;ArchipiElago de San AndrEs, Providencia y Santa Catalina;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SAN ANDRES;Colombia;Colombia;MASCULINO;1;7986;6;1;0,000751315
2761;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INVESTIGACION;SIN DATO;SI;NO;SI;BARRANQUILLA;Colombia;;MASCULINO;1;1239804;86;1;6,93658E-05
2762;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;INVESTIGACION;SIN DATO;SI;NO;SI;BARRANQUILLA;Colombia;Colombia;MASCULINO;1;1239804;86;1;6,93658E-05
2763;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;REPELON;Colombia;Colombia;FEMENINO;1;27770;2;1;7,20202E-05
2764;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;BARRANQUILLA;Colombia;;FEMENINO;1;1239804;86;1;6,93658E-05
2765;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;BARRANQUILLA;Colombia;Colombia;FEMENINO;1;1239804;86;1;6,93658E-05
2766;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;SOLEDAD;Colombia;;FEMENINO;1;700970;35;1;4,99308E-05
2767;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;SOLEDAD;Colombia;Venezuela;FEMENINO;1;700970;35;1;4,99308E-05
2768;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BARRANQUILLA;Colombia;Colombia;FEMENINO;1;1239804;86;1;6,93658E-05
2769;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;SI;SI;SABANALARGA;Colombia;;FEMENINO;1;8191;4;1;0,000488341
2770;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;SABANALARGA;Colombia;Colombia;FEMENINO;1;8191;4;1;0,000488341
2771;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
2772;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
2773;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;2;8380801;884;1;0,000105479
2774;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;BOGOTA, D.C.;Colombia;Venezuela;FEMENINO;1;8380801;884;1;0,000105479
2775;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
2776;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;INACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
2777;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;VILLANUEVA;Colombia;Colombia;FEMENINO;1;20847;5;1;0,000239843
2778;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;CARTAGENA;Colombia;;;1;1057767;104;1;9,83203E-05
2779;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;MAGANGUE;Colombia;Colombia;FEMENINO;1;123986;9;1;7,25888E-05
2780;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;CARTAGENA;Colombia;Venezuela;FEMENINO;1;1057767;104;1;9,83203E-05
2781;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;CARTAGENA;Colombia;Colombia;FEMENINO;1;1057767;104;1;9,83203E-05
2782;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;JUICIO;JUVENTUD 18 - 28;NO;NO;SI;MANIZALES;Colombia;Colombia;FEMENINO;1;402646;23;1;5,71221E-05
2783;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;AGUAZUL;Colombia;Colombia;FEMENINO;1;44381;6;1;0,000135193
2784;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;NUNCHIA;Colombia;Colombia;FEMENINO;1;9000;1;1;0,000111111
2785;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;SANTANDER DE QUILICHAO;Colombia;Colombia;FEMENINO;1;100681;24;1;0,000238377
2786;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;BUENOS AIRES;Colombia;Colombia;FEMENINO;1;35197;7;1;0,000198881
2787;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;POPAYAN;Colombia;Colombia;FEMENINO;1;288636;41;1;0,000142047
2788;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;GUAPI;Colombia;Venezuela;FEMENINO;1;30042;5;1;0,000166434
2789;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;VALLEDUPAR;Colombia;Colombia;FEMENINO;1;503444;41;1;8,1439E-05
2790;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;VALLEDUPAR;Colombia;Colombia;FEMENINO;2;503444;41;1;8,1439E-05
2791;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;BOSCONIA;Colombia;Venezuela;FEMENINO;1;40315;3;1;7,4414E-05
2792;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;VALLEDUPAR;Colombia;Colombia;FEMENINO;1;503444;41;1;8,1439E-05
2793;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;NO;SI;AGUACHICA;Colombia;;FEMENINO;1;97525;10;1;0,000102538
2794;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;SI;SI;AGUACHICA;Colombia;;FEMENINO;1;97525;10;1;0,000102538
2795;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;TERMINACION ANTICIPADA;JUVENTUD 18 - 28;SI;SI;SI;VALLEDUPAR;Colombia;Colombia;FEMENINO;1;503444;41;1;8,1439E-05
2796;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;ChocO;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;QUIBDO;Colombia;Colombia;FEMENINO;1;116322;28;1;0,000240711
2797;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;MONTERIA;Colombia;Colombia;FEMENINO;2;471867;23;1;4,87425E-05
2798;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;MONTERIA;Colombia;Colombia;FEMENINO;1;471867;23;1;4,87425E-05
2799;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;CERETE;Colombia;Colombia;FEMENINO;1;94935;6;1;6,32011E-05
2800;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;MOSQUERA;Colombia;Colombia;FEMENINO;1;93461;5;1;5,34983E-05
2801;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;NO;SI;SOACHA;Colombia;Colombia;FEMENINO;1;567546;38;1;6,69549E-05
2802;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;RIOHACHA;Colombia;Venezuela;FEMENINO;1;304987;12;1;3,93459E-05
2803;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1;524031;75;1;0,000143121
2804;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;SANTA MARTA;Colombia;;FEMENINO;1;524031;75;1;0,000143121
2805;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;SANTA MARTA;Colombia;Venezuela;FEMENINO;1;524031;75;1;0,000143121
2806;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;ZONA BANANERA;Colombia;Colombia;FEMENINO;1;62806;4;1;6,36882E-05
2807;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;SANTA MARTA;Colombia;Venezuela;FEMENINO;1;524031;75;1;0,000143121
2808;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;VILLAVICENCIO;Colombia;;FEMENINO;1;538527;53;1;9,84166E-05
2809;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;RESTREPO;Colombia;Colombia;FEMENINO;1;10715;11;1;0,001026598
2810;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;VILLAVICENCIO;Colombia;;FEMENINO;2;538527;53;1;9,84166E-05
2811;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;SAN MARTIN;Colombia;Colombia;FEMENINO;1;19015;7;1;0,00036813
2812;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;VILLAVICENCIO;Colombia;;FEMENINO;1;538527;53;1;9,84166E-05
2813;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;JUICIO;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;SAN MARTIN;Colombia;Colombia;FEMENINO;1;19015;7;1;0,00036813
2814;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;POTOSI;Colombia;Colombia;FEMENINO;1;11591;4;1;0,000345095
2815;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;TUMACO;Colombia;Colombia;FEMENINO;1;221469;13;1;5,8699E-05
2816;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;BARBACOAS;Colombia;;FEMENINO;1;42193;5;1;0,000118503
2817;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;IPIALES;Colombia;;FEMENINO;1;154767;4;1;2,58453E-05
2818;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;TUMACO;Colombia;Colombia;FEMENINO;1;221469;13;1;5,8699E-05
2819;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;SALAZAR;Colombia;;FEMENINO;1;8806;1;1;0,000113559
2820;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;PUERTO ASIS;Colombia;Colombia;FEMENINO;1;63953;16;1;0,000250184
2821;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;PUERTO ASIS;Colombia;Colombia;FEMENINO;1;63953;16;1;0,000250184
2822;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;PUERTO ASIS;Colombia;Colombia;MASCULINO;1;63953;16;1;0,000250184
2823;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;LA VIRGINIA;Colombia;Colombia;FEMENINO;2;32403;5;1;0,000154307
2824;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;LEBRIJA;Colombia;Venezuela;FEMENINO;1;42895;5;1;0,000116564
2825;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BUCARAMANGA;Colombia;Venezuela;FEMENINO;1;528572;70;1;0,000132432
2826;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BARRANCABERMEJA;Colombia;Colombia;FEMENINO;1;191144;13;1;6,80116E-05
2827;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SAN JUAN DE BETULIA;Colombia;Colombia;FEMENINO;1;12607;2;1;0,000158642
2828;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SAN ONOFRE;Colombia;Colombia;FEMENINO;1;52463;7;1;0,000133427
2829;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SINCELEJO;Colombia;Colombia;FEMENINO;1;294599;12;1;4,07333E-05
2830;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;LOS PALMITOS;Colombia;Colombia;FEMENINO;1;19194;1;1;5,20996E-05
2831;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;SINCELEJO;Colombia;Colombia;FEMENINO;1;294599;12;1;4,07333E-05
2832;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;SAN LUIS DE SINCE;Colombia;Colombia;FEMENINO;1;35374;3;1;8,48081E-05
2833;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;SINCELEJO;Colombia;;FEMENINO;1;294599;12;1;4,07333E-05
2834;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;CHAPARRAL;Colombia;Colombia;FEMENINO;1;47442;7;1;0,000147549
2835;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;IBAGUE;Colombia;Colombia;FEMENINO;1;579803;120;1;0,000206967
2836;2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;IBAGUE;Colombia;;FEMENINO;1;579803;120;1;0,000206967
